ID,Day,Weather,Wind Speed,Cloud Cover,Active Number,Average Radius,Air Density,Average Elevation,Dew Point,Turbine Sweep Area,Average Active Time,Temperature,Relative Humidity,Viscosity,Pressure,Pitch,Hindrance,Power Coefficient,Average Turbine Efficiency,Obtained Electricity
train_05922,Sunday,windy,15.75,36.54,5.0,,1.534,10.08,10.100000000000001,4644.598824000001,23.0,,30.0,303.00000000000006,44.7,2.0,No,0.64,32.0,929.818
train_05923,Friday,overcast,5.33,42.03,12.0,45.19,1.515,19.22,19.7,6412.307354,24.0,,22.0,433.4,18.71,7.0,No,2.24,,1102.453
train_05924,Wednesday,rainy,8.44,96.24,4.0,,1.953,13.54,14.899999999999999,6079.04,19.0,23.9,55.0,819.4999999999999,26.35,6.0,Yes,2.04,34.0,505.553
train_05925,Monday,windy,29.44,14.0,3.0,45.04,1.776,19.18,7.699999999999999,6369.809024,22.0,22.9,12.0,92.39999999999999,24.48,8.0,Yes,,47.0,2433.792
train_05926,Wednesday,windy,28.51,40.61,6.0,40.59,1.751,7.07,7.0,5173.301034000001,24.0,23.0,10.0,70.0,23.16,6.0,Yes,2.64,44.0,2734.08
train_05927,Friday,haze,7.73,19.61,12.0,47.55,2.198,28.25,20.799999999999997,7099.547849999999,24.0,22.4,92.0,1913.5999999999997,22.33,9.0,Yes,3.2399999999999998,36.0,4618.003
train_05928,Saturday,rainy,8.2,84.13,6.0,46.2,1.447,,12.8,6702.141600000001,18.0,20.0,64.0,,24.3,8.0,,3.12,39.0,841.229
train_05929,Monday,windy,27.47,35.91,4.0,49.44,,31.23,9.399999999999999,7675.144704,,17.4,,281.99999999999994,35.36,8.0,Yes,3.68,46.0,3496.597
train_05930,Saturday,clear,15.0,7.3,3.0,46.58,1.486,20.48,12.200000000000003,6812.846696,20.0,28.6,9.0,109.80000000000003,25.08,1.0,Yes,0.38,38.0,1306.606
train_05931,Thrusday,clear,7.4,8.97,3.0,36.28,1.075,1.96,5.300000000000001,4132.988576000001,20.0,21.3,10.0,53.00000000000001,25.89,7.0,No,2.31,33.0,176.388
train_05932,Wednesday,cloudy,13.11,78.3,8.0,49.66,1.309,33.8,14.1,7743.602983999999,22.0,24.5,24.0,338.4,24.82,8.0,No,2.64,33.0,2721.579
train_05933,,overcast,11.31,64.97,10.0,39.53,1.449,12.3,12.3,,,25.3,35.0,430.5,26.44,4.0,No,1.56,39.0,1306.259
train_05934,Sunday,windy,23.78,42.66,,44.69,1.624,17.34,10.0,6271.195753999999,22.0,,,170.0,24.21,4.0,No,1.52,38.0,3556.461
train_05935,Monday,overcast,6.69,63.06,6.0,40.38,1.439,17.67,17.9,5119.909416,19.0,27.5,,465.4,23.93,5.0,,1.7999999999999998,36.0,595.413
train_05936,,rainy,12.22,,4.0,41.94,1.551,15.92,13.0,5523.145704,16.0,24.8,,533.0,,2.0,No,0.78,39.0,656.788
train_05937,Wednesday,cloudy,10.22,85.43,4.0,49.13,1.46,31.09,15.7,7579.196666000001,21.0,,,361.09999999999997,,5.0,Yes,1.6,32.0,943.736
train_05938,Saturday,cloudy,11.55,94.26,,46.58,1.455,23.76,7.199999999999999,6812.846696,19.0,,13.0,93.6,24.61,3.0,No,0.9299999999999999,31.0,1304.591
train_05939,Sunday,overcast,11.59,47.42,9.0,,1.544,11.53,18.4,,23.0,,33.0,607.1999999999999,15.41,7.0,Yes,2.66,,1403.32
train_05940,Tuesday,clear,7.95,6.32,8.0,39.23,1.108,10.94,3.5,4832.437706,24.0,20.7,7.0,,,8.0,,3.12,,1171.697
train_05941,Saturday,overcast,11.04,56.8,12.0,49.79,1.568,22.56,27.9,,22.0,35.9,30.0,837.0,11.36,7.0,Yes,,35.0,2353.502
train_05942,Tuesday,cloudy,11.0,94.52,5.0,45.7,1.452,,,6557.858600000001,19.0,24.2,11.0,94.6,22.38,7.0,Yes,2.4499999999999997,35.0,758.927
train_05943,Saturday,windy,20.53,28.14,5.0,36.14,1.517,15.73,13.899999999999999,4101.152744,24.0,22.7,28.0,389.19999999999993,20.45,11.0,,4.29,39.0,2247.392
train_05944,Monday,cloudy,,75.99,6.0,40.39,1.431,6.2,12.399999999999999,5122.445594,21.0,24.4,20.0,247.99999999999997,25.81,6.0,No,2.04,34.0,552.797
train_05945,,haze,9.67,13.81,6.0,39.29,2.063,9.17,17.4,4847.230874,,18.4,95.0,1652.9999999999998,39.9,9.0,No,3.42,38.0,1759.455
train_05946,Sunday,,14.85,98.96,5.0,44.89,1.722,1.66,13.2,6327.451994,19.0,20.2,65.0,858.0,26.98,7.0,Yes,2.66,38.0,625.012
train_05947,Wednesday,overcast,10.49,42.16,11.0,46.47,1.596,22.03,20.1,6780.7072259999995,22.0,31.3,22.0,442.20000000000005,16.45,11.0,Yes,,33.0,2045.646
train_05948,Monday,rainy,15.59,92.91,,,1.548,19.6,18.700000000000003,6989.490536000001,20.0,24.3,72.0,1346.4,29.12,2.0,No,0.66,33.0,1421.658
train_05949,Saturday,cloudy,11.15,90.44,8.0,42.36,1.453,13.48,9.9,5634.320544,19.0,24.3,14.0,138.6,29.14,1.0,Yes,0.34,34.0,911.038
train_05950,Sunday,clear,8.62,6.51,3.0,36.08,1.1,,9.099999999999998,4087.546496,24.0,26.7,6.0,54.59999999999999,,6.0,No,,38.0,499.221
train_05951,Sunday,overcast,6.84,62.9,,,1.58,1.99,,5011.4478500000005,19.0,35.5,26.0,673.4,10.86,6.0,Yes,2.04,,682.633
train_05952,,clear,8.67,2.02,4.0,49.8,1.453,,8.100000000000001,7787.325599999999,,26.1,5.0,40.50000000000001,29.57,3.0,No,0.96,32.0,973.994
train_05953,,haze,10.02,11.71,12.0,,2.078,35.49,16.299999999999997,6500.585,20.0,20.9,77.0,1255.0999999999997,28.9,,Yes,1.56,39.0,10515.891
train_05954,Thrusday,cloudy,,82.68,3.0,41.11,1.332,9.12,4.999999999999998,5306.700793999999,22.0,19.4,14.0,69.99999999999997,,6.0,Yes,2.34,39.0,420.739
train_05955,Thrusday,rainy,16.64,92.81,6.0,,1.768,5.04,,4137.5466,17.0,20.0,78.0,1216.8,23.01,2.0,Yes,0.64,32.0,790.046
train_05956,Tuesday,clear,,1.43,6.0,46.93,1.081,21.25,,6915.614186,21.0,27.7,3.0,26.699999999999996,22.86,1.0,Yes,,37.0,296.018
train_05957,Saturday,windy,21.4,41.72,,40.0,1.6,9.92,13.299999999999999,5024.0,22.0,21.7,29.0,385.7,21.81,,No,2.2800000000000002,38.0,1159.776
train_05958,Wednesday,rainy,,,4.0,35.17,,11.33,,3883.9567460000003,19.0,20.0,64.0,819.2,,11.0,Yes,3.8499999999999996,35.0,730.396
train_05959,Saturday,heavy storm,58.05,98.36,13.0,35.8,1.952,12.87,13.100000000000001,4024.3495999999996,0.0,13.3,,1296.9,32.45,8.0,No,3.36,,1104.267
train_05960,Thrusday,rainy,8.13,,3.0,46.01,1.657,20.15,16.4,6647.129113999999,,22.8,,1115.1999999999998,29.77,5.0,,1.9,38.0,394.998
train_05961,Wednesday,windy,21.12,35.39,4.0,46.46,1.524,34.75,12.999999999999998,6777.789224,,21.4,29.0,376.99999999999994,25.23,,No,3.6300000000000003,33.0,3905.831
train_05962,Friday,cloudy,9.64,74.34,7.0,49.23,1.553,34.86,9.9,,17.0,22.3,19.0,188.1,,10.0,Yes,3.3000000000000003,33.0,1799.139
train_05963,Tuesday,overcast,5.99,46.07,14.0,37.37,1.596,4.33,15.600000000000001,4385.063066,21.0,27.8,39.0,608.4000000000001,20.82,,Yes,0.39,39.0,921.929
train_05964,Thrusday,clear,10.92,1.46,8.0,35.14,1.136,1.68,11.400000000000002,3877.333544,,29.8,4.0,45.60000000000001,22.25,1.0,No,0.35,35.0,917.744
train_05965,Thrusday,haze,2.35,11.9,8.0,47.04,2.039,19.3,18.5,,21.0,20.5,90.0,1665.0,21.43,8.0,,2.48,31.0,599.746
train_05966,Sunday,windy,,,8.0,46.57,1.656,25.43,7.600000000000001,6809.921786000001,22.0,18.8,,167.20000000000005,44.97,5.0,No,1.7999999999999998,36.0,3379.103
train_05967,Wednesday,,8.17,84.19,6.0,45.5,1.631,21.79,18.7,6500.585,19.0,24.7,70.0,1309.0,24.47,1.0,Yes,0.38,38.0,1020.713
train_05968,Tuesday,windy,28.48,39.5,3.0,,1.746,23.47,10.8,6503.442714,24.0,20.0,27.0,291.6,24.43,9.0,,3.87,43.0,2906.447
train_05969,Monday,haze,,22.66,9.0,,2.135,28.16,16.9,6769.038986,19.0,21.9,75.0,1267.5,20.02,5.0,,1.5,30.0,3771.156
train_05970,Saturday,windy,28.86,33.0,6.0,36.87,1.775,15.98,9.299999999999999,4268.506265999999,24.0,23.7,14.0,130.2,22.83,6.0,No,2.88,48.0,3609.07
train_05971,Thrusday,cloudy,12.41,88.47,4.0,35.76,1.565,,12.6,4015.361664,21.0,23.0,24.0,302.4,21.09,2.0,Yes,0.68,,651.965
train_05972,Thrusday,clear,8.57,1.35,8.0,48.61,1.014,32.38,10.5,7419.606794,23.0,29.7,,21.0,26.69,,No,0.6,30.0,2394.03
train_05973,Monday,windy,,34.68,,38.13,1.674,,15.3,4565.236266000001,24.0,23.3,30.0,459.0,24.19,3.0,No,1.32,44.0,2540.34
train_05974,Monday,,4.36,9.87,,49.09,1.471,21.35,8.600000000000001,7566.860234000002,20.0,27.0,4.0,34.400000000000006,20.54,2.0,No,0.66,33.0,323.438
train_05975,Thrusday,haze,,22.53,6.0,46.97,2.392,30.52,17.099999999999998,,21.0,19.7,87.0,1487.6999999999998,35.22,5.0,Yes,1.5,30.0,4642.374
train_05976,Sunday,,9.01,78.72,7.0,48.13,1.353,32.73,9.400000000000002,7273.800266000001,17.0,22.6,17.0,,,4.0,,1.4,35.0,1417.954
train_05977,Wednesday,haze,5.44,,13.0,41.75,2.369,,14.899999999999999,5473.21625,23.0,19.7,76.0,,30.25,1.0,Yes,0.32,32.0,2711.935
train_05978,Friday,cloudy,13.59,87.25,7.0,47.78,1.564,22.81,7.200000000000001,7168.395176,18.0,21.6,14.0,100.80000000000001,20.95,6.0,Yes,1.7999999999999998,30.0,1205.517
train_05979,Thrusday,windy,21.32,44.64,3.0,46.44,,,5.100000000000001,6771.955103999999,23.0,17.1,20.0,102.00000000000003,34.09,1.0,Yes,0.36,36.0,2429.991
train_05980,Sunday,windy,23.7,17.96,8.0,45.1,1.555,19.09,12.6,6386.7914,24.0,24.2,21.0,264.59999999999997,29.06,,No,0.72,36.0,3809.339
train_05981,Saturday,overcast,11.43,35.67,10.0,38.1,1.409,8.08,,4558.055400000001,22.0,37.3,38.0,946.1999999999999,13.81,2.0,Yes,0.72,36.0,1183.764
train_05982,Sunday,rainy,16.36,95.39,8.0,44.81,1.865,,8.7,6304.9193540000015,16.0,18.5,51.0,443.7,38.12,8.0,,2.96,37.0,1195.86
train_05983,Wednesday,haze,2.11,30.46,13.0,43.71,1.977,11.8,17.400000000000002,5999.171274,19.0,18.8,93.0,1618.2000000000003,37.86,1.0,No,0.35,35.0,641.193
train_05984,Tuesday,windy,21.68,17.93,8.0,45.78,1.709,,15.899999999999999,6580.838376000001,,24.7,28.0,445.19999999999993,20.95,8.0,No,2.96,37.0,4646.699
train_05985,Friday,,14.09,72.83,8.0,46.38,1.578,21.75,10.399999999999999,6754.467816000001,22.0,23.2,18.0,187.2,,3.0,,,35.0,1993.753
train_05986,Thrusday,rainy,,95.04,7.0,46.24,1.995,20.05,16.6,6713.752064,18.0,22.2,72.0,1195.2,28.34,11.0,Yes,3.3,30.0,1204.875
train_05987,Saturday,haze,3.38,14.4,13.0,45.67,2.276,24.49,18.200000000000003,6549.251546000001,23.0,22.8,77.0,1401.4000000000003,25.84,2.0,No,0.74,37.0,2826.124
train_05988,,cloudy,9.37,84.7,5.0,49.83,1.333,,15.6,7796.710746000001,,,21.0,327.59999999999997,23.26,4.0,Yes,1.24,31.0,945.272
train_05989,Sunday,overcast,7.79,58.96,15.0,38.05,,5.41,17.0,4546.09985,19.0,30.2,34.0,578.0,15.54,10.0,No,3.8,38.0,1142.819
train_05990,Tuesday,clear,8.66,,3.0,40.71,,17.68,7.199999999999999,5203.9348740000005,20.0,24.0,8.0,57.599999999999994,29.7,8.0,No,2.64,33.0,550.138
train_05991,Sunday,,25.94,,7.0,,1.747,3.81,10.100000000000001,5533.686055999999,24.0,23.3,17.0,,24.61,10.0,,4.6000000000000005,,2564.093
train_05992,Friday,rainy,11.66,,4.0,45.55,1.626,19.92,15.8,6514.879849999999,,22.8,65.0,1027.0,29.72,8.0,Yes,2.8,,754.423
train_05993,Monday,overcast,9.4,,14.0,46.91,1.543,24.78,28.900000000000002,,22.0,37.7,28.0,809.2,10.99,9.0,Yes,2.88,32.0,2571.543
train_05994,Wednesday,cloudy,12.81,,3.0,35.44,1.591,10.5,13.299999999999999,3943.8199039999995,19.0,24.9,21.0,279.29999999999995,28.89,4.0,No,1.28,32.0,379.096
train_05995,Friday,overcast,9.33,44.45,7.0,36.41,,16.39,,4162.660634,,31.9,24.0,516.0,16.88,2.0,No,0.7,35.0,1024.422
train_05996,Saturday,rainy,11.16,87.54,5.0,48.72,1.618,28.2,,7453.2245760000005,18.0,21.7,75.0,,29.41,6.0,No,1.7999999999999998,,1119.368
train_05997,Friday,windy,17.95,35.19,8.0,40.69,1.679,3.15,15.1,5198.822953999999,23.0,23.5,29.0,437.9,20.19,1.0,,0.3,30.0,1198.109
train_05998,Monday,,16.93,1.36,8.0,41.79,1.317,9.33,8.3,5483.708874,22.0,27.5,2.0,16.6,22.7,9.0,,3.42,38.0,2348.863
train_05999,Saturday,cloudy,10.5,76.71,6.0,,1.303,18.23,7.699999999999999,7016.182106000001,23.0,,15.0,115.49999999999999,28.05,4.0,,1.52,38.0,885.08
train_06000,Thrusday,rainy,9.36,93.31,8.0,47.86,1.603,33.03,15.600000000000001,,20.0,23.6,60.0,936.0000000000001,22.36,,No,3.9000000000000004,,3115.444
train_06001,Tuesday,haze,4.02,23.45,,43.92,1.965,11.81,19.6,6056.954496000001,,22.8,84.0,1646.4,29.52,5.0,Yes,1.75,35.0,1046.325
train_06002,,clear,13.46,6.86,3.0,40.4,1.497,17.4,9.899999999999999,5124.9824,23.0,27.9,5.0,49.49999999999999,22.91,1.0,No,0.36,36.0,1258.561
train_06003,Wednesday,clear,3.65,,,40.82,,8.45,5.399999999999999,5232.095336,21.0,23.4,5.0,26.999999999999993,22.74,8.0,,2.64,33.0,200.365
train_06004,Wednesday,rainy,12.12,91.85,3.0,,1.413,13.98,12.499999999999998,,17.0,18.9,68.0,,39.29,,Yes,,30.0,366.701
train_06005,Wednesday,overcast,9.7,53.6,5.0,38.47,1.471,,21.6,4647.014426,,31.6,25.0,540.0,11.24,1.0,No,0.39,39.0,594.421
train_06006,Sunday,rainy,13.04,80.02,4.0,42.49,1.489,16.5,13.1,5668.956314,20.0,20.7,62.0,812.1999999999999,,11.0,Yes,4.29,,847.381
train_06007,Wednesday,haze,5.77,30.28,10.0,46.58,,27.85,,6812.846696,23.0,,72.0,1173.6,28.98,4.0,No,1.32,33.0,3504.545
train_06008,Friday,clear,10.27,7.62,3.0,38.46,1.389,2.21,9.099999999999998,4644.598824000001,20.0,26.7,6.0,54.59999999999999,29.8,5.0,No,1.9,38.0,365.769
train_06009,Saturday,rainy,,84.35,7.0,45.33,1.714,22.91,12.400000000000002,6452.099945999999,,21.6,54.0,669.6000000000001,23.19,8.0,Yes,3.04,38.0,1693.198
train_06010,Tuesday,rainy,9.87,84.37,3.0,39.78,1.934,9.12,10.6,4968.887976000001,19.0,19.0,58.0,614.8,42.54,5.0,,1.6500000000000001,33.0,357.179
train_06011,,overcast,10.88,68.03,15.0,49.6,1.506,30.43,27.5,7724.9024,22.0,37.5,25.0,687.5,11.39,9.0,,2.6999999999999997,30.0,3642.208
train_06012,Wednesday,windy,,,7.0,40.0,1.554,11.08,11.1,5024.0,24.0,23.5,19.0,210.9,26.99,11.0,No,3.8499999999999996,,2263.546
train_06013,,cloudy,12.01,71.63,5.0,40.06,1.53,,7.600000000000001,5039.083304000001,23.0,19.6,20.0,152.00000000000003,40.61,7.0,No,2.31,33.0,494.87
train_06014,,clear,8.63,9.94,,37.53,1.234,,4.300000000000001,4422.692826,23.0,23.5,2.0,8.600000000000001,22.71,8.0,,2.96,37.0,1304.724
train_06015,Monday,windy,22.86,,4.0,46.88,,21.77,9.099999999999998,6900.886016,,23.9,13.0,118.29999999999997,23.19,5.0,No,1.6,32.0,1909.471
train_06016,Sunday,windy,,41.54,8.0,35.19,1.513,12.3,15.200000000000001,3888.375354,22.0,24.8,,,24.42,11.0,No,3.74,34.0,2710.455
train_06017,,overcast,5.4,49.27,15.0,47.48,1.418,35.4,23.499999999999996,7078.660255999999,19.0,37.3,31.0,,,11.0,No,4.18,38.0,3166.52
train_06018,Tuesday,clear,3.73,7.5,4.0,48.89,1.0,34.02,2.799999999999997,,24.0,20.4,6.0,16.799999999999983,20.6,9.0,Yes,2.79,31.0,619.855
train_06019,Wednesday,haze,4.46,31.32,9.0,47.95,,,18.2,7219.495850000001,18.0,,86.0,1565.2,25.18,2.0,No,,37.0,2762.909
train_06020,Thrusday,,15.29,93.68,4.0,39.09,,15.16,,4798.008234000001,19.0,20.1,42.0,357.00000000000006,27.96,10.0,No,3.9000000000000004,39.0,1049.982
train_06021,Tuesday,clear,6.11,4.6,7.0,39.85,1.178,8.32,11.899999999999999,4986.39065,22.0,,10.0,118.99999999999999,25.43,6.0,Yes,2.16,,610.784
train_06022,,windy,22.12,30.8,3.0,47.89,1.572,32.28,15.200000000000001,7201.439594,22.0,,26.0,395.20000000000005,28.05,8.0,Yes,,39.0,2774.387
train_06023,Sunday,haze,6.78,34.56,13.0,38.87,,3.06,21.0,4744.153466,19.0,23.8,,1806.0,29.69,9.0,,2.88,32.0,1442.512
train_06024,,rainy,11.94,90.39,6.0,49.4,1.408,27.24,13.399999999999999,7662.7304,18.0,22.2,,750.3999999999999,26.47,9.0,No,3.2399999999999998,36.0,1390.083
train_06025,Saturday,haze,2.95,13.22,5.0,46.31,2.251,26.66,14.400000000000002,6734.094554000001,18.0,19.6,74.0,1065.6000000000001,32.88,1.0,Yes,0.32,,712.301
train_06026,,cloudy,9.59,70.97,7.0,49.72,,29.08,10.5,7762.326176,23.0,22.5,20.0,,25.65,,Yes,1.0499999999999998,35.0,1512.12
train_06027,,clear,,8.6,5.0,47.85,1.395,29.48,4.300000000000001,,20.0,,10.0,43.00000000000001,,10.0,No,3.1,,1326.608
train_06028,Sunday,clear,,1.1,8.0,46.16,1.089,23.64,10.900000000000002,6690.541183999999,,28.1,7.0,76.30000000000001,22.24,2.0,No,0.7,35.0,2954.374
train_06029,Tuesday,overcast,6.56,46.69,12.0,48.28,1.549,19.63,21.2,7319.209376,,31.2,25.0,530.0,,1.0,Yes,0.33,33.0,1331.743
train_06030,Sunday,rainy,13.7,84.24,7.0,37.12,1.458,,13.3,4326.588416,19.0,20.3,65.0,864.5,23.01,5.0,No,1.55,31.0,1101.398
train_06031,Sunday,overcast,10.93,36.03,12.0,40.1,1.517,7.27,22.0,5049.151400000001,19.0,,40.0,880.0,17.56,4.0,Yes,1.52,38.0,1270.601
train_06032,Friday,windy,27.11,25.96,3.0,45.18,,33.68,9.200000000000001,6409.469736000001,22.0,18.8,26.0,239.20000000000002,39.46,7.0,Yes,2.8699999999999997,41.0,4920.972
train_06033,Wednesday,clear,5.34,6.52,5.0,46.47,1.005,20.24,5.0,6780.7072259999995,23.0,24.6,,,27.52,9.0,No,,33.0,519.054
train_06034,Monday,cloudy,9.02,70.58,7.0,45.89,1.467,27.51,9.099999999999998,6612.501194,19.0,23.9,13.0,118.29999999999997,23.52,11.0,Yes,4.07,37.0,1394.881
train_06035,Thrusday,overcast,10.98,55.41,8.0,43.42,1.309,,27.3,5919.830696000001,21.0,36.5,,,,2.0,No,0.62,31.0,866.501
train_06036,Sunday,rainy,14.87,92.88,8.0,48.11,1.633,32.3,14.999999999999998,7267.756394,,22.4,63.0,,22.86,4.0,Yes,1.44,36.0,4313.873
train_06037,Sunday,overcast,,66.53,11.0,46.54,1.481,29.43,25.400000000000002,6801.150824,20.0,36.6,22.0,558.8000000000001,19.14,9.0,No,3.33,37.0,2661.622
train_06038,Monday,cloudy,9.84,88.57,3.0,36.86,1.574,3.09,10.4,4266.191144,17.0,22.8,19.0,197.6,27.27,8.0,Yes,3.12,39.0,223.268
train_06039,,cloudy,13.4,83.48,8.0,43.37,1.515,4.15,15.5,5906.204666,18.0,25.5,,387.5,26.38,4.0,No,1.32,33.0,687.614
train_06040,Saturday,clear,3.63,2.67,3.0,46.43,,35.45,11.3,6769.038986,,29.7,,45.2,29.35,2.0,Yes,0.76,38.0,901.645
train_06041,Wednesday,,,15.59,6.0,38.57,1.784,,6.199999999999999,4671.204986000001,22.0,20.2,15.0,92.99999999999999,29.18,9.0,No,4.140000000000001,,2097.906
train_06042,Saturday,windy,16.41,30.79,,43.94,1.762,15.68,,6062.4721039999995,23.0,22.2,17.0,153.0,25.73,3.0,No,1.0499999999999998,35.0,1196.227
train_06043,Wednesday,overcast,9.41,60.47,9.0,,1.535,23.71,15.6,7307.086464000001,,29.2,32.0,499.2,23.78,6.0,No,1.8599999999999999,31.0,1424.143
train_06044,Tuesday,windy,15.12,,7.0,43.43,1.767,16.31,13.7,5922.557786,24.0,24.9,22.0,301.4,25.26,11.0,No,3.3,30.0,1809.857
train_06045,Sunday,rainy,13.6,,8.0,38.86,1.808,3.21,17.1,,18.0,23.3,69.0,1179.9,27.84,11.0,Yes,3.96,36.0,947.664
train_06046,Wednesday,rainy,14.06,89.62,5.0,46.87,1.83,28.16,14.0,,17.0,22.8,56.0,784.0,26.76,8.0,Yes,2.4,30.0,1602.483
train_06047,Saturday,overcast,6.84,46.27,,35.58,1.426,8.99,13.3,,19.0,26.1,36.0,478.8,23.69,9.0,Yes,3.42,38.0,888.887
train_06048,Monday,windy,28.27,34.16,4.0,37.83,,11.86,9.599999999999998,4493.681946,24.0,24.4,,124.79999999999997,26.18,,Yes,4.2,42.0,2348.682
train_06049,,haze,8.69,14.12,,38.93,2.239,12.64,19.5,4758.810986,22.0,22.1,,1696.5,21.85,1.0,Yes,0.33,33.0,2775.535
train_06050,Friday,clear,9.8,4.08,5.0,47.43,,33.09,2.6999999999999993,7063.759386000001,23.0,22.3,1.0,2.6999999999999993,20.22,4.0,No,1.36,34.0,3101.12
train_06051,Tuesday,clear,4.94,4.06,8.0,49.37,1.27,,,,20.0,26.6,2.0,14.800000000000004,27.28,6.0,Yes,2.16,36.0,1436.463
train_06052,Friday,clear,,2.74,,47.79,1.313,34.82,10.900000000000002,7171.396073999999,24.0,27.3,9.0,98.10000000000002,,7.0,No,2.17,31.0,2648.765
train_06053,Friday,haze,11.83,12.73,15.0,49.61,2.407,18.72,16.5,7728.017593999999,24.0,20.5,80.0,1320.0,,11.0,Yes,3.41,31.0,4690.216
train_06054,Sunday,cloudy,10.03,92.2,8.0,43.11,,,11.2,5835.602394,,22.0,23.0,257.59999999999997,20.28,2.0,No,0.66,33.0,562.806
train_06055,,windy,28.61,16.57,6.0,47.07,1.629,,6.1,,22.0,,16.0,,35.44,4.0,Yes,1.6,40.0,4079.786
train_06056,Tuesday,cloudy,8.17,75.76,5.0,37.77,1.516,,,4479.438906000001,18.0,,,89.69999999999999,21.0,,,3.3000000000000003,33.0,311.407
train_06057,,,6.42,5.7,5.0,42.55,1.313,17.03,,5684.977849999999,21.0,26.6,7.0,65.80000000000001,27.47,8.0,,2.72,34.0,703.536
train_06058,Sunday,cloudy,11.93,,4.0,37.73,1.426,3.26,4.600000000000001,4469.956106,22.0,19.8,12.0,55.20000000000002,40.85,11.0,,3.3,30.0,303.711
train_06059,Tuesday,overcast,10.93,67.98,13.0,46.05,1.56,31.05,19.5,,20.0,27.9,29.0,565.5,26.19,,No,3.42,38.0,4539.568
train_06060,,clear,11.22,6.09,3.0,37.12,1.09,7.3,,4326.588416,23.0,21.6,8.0,38.400000000000006,24.56,1.0,Yes,0.33,33.0,415.417
train_06061,Monday,haze,2.04,30.38,13.0,45.27,2.337,,18.5,6435.030906000001,22.0,23.3,76.0,1406.0,26.03,10.0,Yes,3.8,38.0,4155.415
train_06062,Wednesday,rainy,12.37,96.46,3.0,49.07,1.929,26.67,,7560.695786,20.0,,69.0,1214.4,28.59,1.0,No,0.37,37.0,1093.253
train_06063,Sunday,windy,18.52,11.45,8.0,36.06,,15.22,10.9,4083.0161040000007,23.0,23.3,19.0,207.1,22.68,,No,3.5,35.0,2710.752
train_06064,Friday,windy,17.67,,6.0,46.53,1.55,25.96,6.0,6798.2284260000015,23.0,18.8,18.0,108.0,34.22,7.0,No,2.31,33.0,2657.663
train_06065,Tuesday,haze,11.53,11.14,5.0,35.35,,9.19,,,18.0,,77.0,1116.5000000000002,35.85,8.0,No,2.72,34.0,1199.104
train_06066,Thrusday,rainy,12.4,89.71,5.0,39.57,1.588,10.26,11.000000000000002,4916.564586,16.0,18.6,62.0,682.0000000000001,43.33,1.0,No,0.33,33.0,553.023
train_06067,Sunday,haze,7.59,26.5,13.0,36.67,1.95,17.38,19.299999999999997,4222.323146000001,18.0,23.9,77.0,1486.0999999999997,23.42,,No,3.41,31.0,3018.954
train_06068,Friday,windy,18.84,28.13,7.0,49.53,1.724,25.62,4.199999999999999,7703.113626,24.0,17.4,17.0,,33.83,10.0,No,3.7,37.0,3833.587
train_06069,Wednesday,rainy,15.96,95.56,,35.04,,2.94,9.899999999999999,3855.297024,19.0,18.7,56.0,554.3999999999999,30.85,11.0,Yes,3.6300000000000003,33.0,340.486
train_06070,Wednesday,rainy,9.46,96.56,,47.75,,28.33,,7159.39625,19.0,,72.0,1072.8,,10.0,Yes,3.0,30.0,993.54
train_06071,Saturday,overcast,,69.64,10.0,46.49,1.537,18.23,17.9,6786.5451140000005,19.0,,36.0,,,4.0,Yes,1.52,38.0,1440.725
train_06072,Thrusday,,15.0,83.6,4.0,40.35,,1.52,17.0,5112.304650000001,19.0,22.0,,1275.0,27.23,4.0,No,1.4,35.0,463.708
train_06073,Friday,overcast,9.04,45.46,15.0,47.99,1.48,28.49,,7231.545914,23.0,33.4,22.0,488.4,,11.0,,4.07,37.0,3629.725
train_06074,Monday,,15.99,2.89,7.0,39.11,1.184,10.1,1.6999999999999993,4802.919194,20.0,21.3,,1.6999999999999993,27.74,1.0,No,0.34,34.0,1529.354
train_06075,Wednesday,windy,19.91,22.69,6.0,47.36,1.537,27.75,13.9,7042.9245439999995,22.0,24.3,,333.6,20.17,11.0,Yes,3.6300000000000003,33.0,3089.708
train_06076,Tuesday,windy,,41.63,5.0,42.06,1.777,11.04,2.5999999999999996,5554.796904000002,22.0,17.0,14.0,36.39999999999999,30.17,11.0,Yes,3.96,36.0,1163.879
train_06077,Wednesday,heavy storm,50.74,92.57,10.0,44.85,1.859,16.39,10.5,6316.18065,0.0,14.1,82.0,861.0,36.14,,Yes,0.9,45.0,772.346
train_06078,Friday,cloudy,13.58,73.29,6.0,38.76,1.59,3.44,12.7,4717.340064,18.0,26.7,,190.5,26.72,1.0,No,0.32,32.0,524.095
train_06079,,haze,5.03,,9.0,,1.972,13.02,19.099999999999998,5531.050026,22.0,21.7,87.0,,23.29,3.0,No,,33.0,1240.043
train_06080,Friday,cloudy,,71.55,5.0,46.26,1.476,34.95,5.4,6719.561064,,19.8,14.0,75.60000000000001,31.44,10.0,No,3.4000000000000004,34.0,2077.176
train_06081,Monday,rainy,16.4,87.81,6.0,44.42,1.787,6.14,12.899999999999999,,18.0,24.7,41.0,528.9,,4.0,No,1.44,36.0,939.146
